467
324.00924	618
324.0406	600
324.07195	601
324.10331	571
324.13467	640
324.16602	595
324.19738	592
324.22873	633
324.26009	610
324.29144	577
324.32279	595
324.35415	619
324.3855	624
324.41685	635
324.4482	656
324.47955	705
324.5109	659
324.54226	640
324.57361	637
324.60495	666
324.6363	696
324.66765	699
324.699	714
324.73035	736
324.76169	707
324.79304	727
324.82439	699
324.85573	713
324.88708	715
324.91842	744
324.94977	752
324.98111	714
325.01246	752
325.0438	787
325.07514	775
325.10648	777
325.13783	768
325.16917	752
325.20051	794
325.23185	832
325.26319	817
325.29453	832
325.32587	817
325.35721	833
325.38854	869
325.41988	866
325.45122	835
325.48256	848
325.51389	896
325.54523	929
325.57656	929
325.6079	904
325.63923	949
325.67057	1000
325.7019	962
325.73323	1035
325.76457	920
325.7959	1027
325.82723	985
325.85856	1019
325.88989	1033
325.92122	1043
325.95255	1088
325.98388	984
326.01521	1104
326.04654	1008
326.07787	1107
326.1092	1136
326.14052	1088
326.17185	1173
326.20318	1074
326.2345	1152
326.26583	1154
326.29715	1211
326.32848	1240
326.3598	1233
326.39113	1184
326.42245	1232
326.45377	1232
326.4851	1251
326.51642	1280
326.54774	1361
326.57906	1515
326.61038	1674
326.6417	2025
326.67302	2343
326.70434	2992
326.73566	2880
326.76698	2976
326.79829	2562
326.82961	2144
326.86093	1433
326.89225	1009
326.92356	891
326.95488	861
326.98619	789
327.01751	809
327.04882	760
327.08013	760
327.11145	664
327.14276	705
327.17407	733
327.20538	776
327.2367	832
327.26801	811
327.29932	832
327.33063	937
327.36194	898
327.39325	976
327.42456	976
327.45586	955
327.48717	1027
327.51848	1009
327.54979	1075
327.58109	1083
327.6124	1081
327.6437	1204
327.67501	1032
327.70631	1139
327.73762	1089
327.76892	1155
327.80022	1249
327.83153	1189
327.86283	1269
327.89413	1189
327.92543	1269
327.95673	1288
327.98803	1376
328.01933	1312
328.05063	1339
328.08193	1382
328.11323	1331
328.14453	1435
328.17583	1363
328.20712	1344
328.23842	1355
328.26972	1273
328.30101	1273
328.33231	1377
328.3636	1659
328.3949	2179
328.42619	2875
328.45748	3282
328.48878	3147
328.52007	2644
328.55136	1992
328.58265	1243
328.61394	953
328.64523	805
328.67652	784
328.70781	781
328.7391	706
328.77039	746
328.80168	713
328.83297	747
328.86426	723
328.89554	787
328.92683	756
328.95812	736
328.9894	728
329.02069	742
329.05197	819
329.08326	801
329.11454	849
329.14582	899
329.17711	883
329.20839	883
329.23967	965
329.27095	954
329.30223	880
329.33351	931
329.36479	912
329.39607	800
329.42735	763
329.45863	713
329.48991	713
329.52118	691
329.55246	705
329.58374	736
329.61501	784
329.64629	864
329.67757	807
329.70884	864
329.74011	906
329.77139	817
329.80266	871
329.83394	865
329.86521	912
329.89648	930
329.92775	867
329.95902	816
329.99029	864
330.02156	785
330.05283	795
330.0841	851
330.11537	869
330.14664	880
330.17791	838
330.20917	880
330.24044	858
330.27171	915
330.30297	853
330.33424	897
330.3655	962
330.39677	928
330.42803	920
330.45929	896
330.49056	928
330.52182	960
330.55308	968
330.58434	1029
330.61561	985
330.64687	952
330.67813	899
330.70939	890
330.74064	928
330.7719	1056
330.80316	1235
330.83442	1362
330.86568	1554
330.89693	1760
330.92819	1720
330.95945	1458
330.9907	1145
331.02196	936
331.05321	859
331.08446	733
331.11572	683
331.14697	681
331.17822	667
331.20948	721
331.24073	753
331.27198	696
331.30323	683
331.33448	683
331.36573	704
331.39698	707
331.42823	755
331.45948	785
331.49072	757
331.52197	704
331.55322	656
331.58446	696
331.61571	765
331.64696	848
331.6782	770
331.70944	773
331.74069	707
331.77193	667
331.80317	672
331.83442	760
331.86566	833
331.8969	763
331.92814	681
331.95938	688
331.99062	737
332.02186	729
332.0531	866
332.08434	902
332.11558	753
332.14682	742
332.17805	696
332.20929	769
332.24053	837
332.27176	928
332.303	896
332.33423	805
332.36547	771
332.3967	769
332.42793	929
332.45917	1003
332.4904	937
332.52163	867
332.55286	769
332.58409	817
332.61532	954
332.64655	1109
332.67778	1096
332.70901	931
332.74024	880
332.77147	848
332.8027	1040
332.83392	1124
332.86515	1065
332.89638	960
332.9276	891
332.95883	912
332.99005	1157
333.02128	1330
333.0525	1190
333.08372	1041
333.11495	925
333.14617	1002
333.17739	1299
333.20861	1304
333.23983	1189
333.27105	1002
333.30227	1091
333.33349	1152
333.36471	1586
333.39593	1411
333.42715	1179
333.45836	1088
333.48958	1136
333.5208	1464
333.55201	1568
333.58323	1381
333.61444	1169
333.64566	1208
333.67687	1648
333.70809	2032
333.7393	1962
333.77051	1749
333.80172	1985
333.83293	2117
333.86415	2369
333.89536	1835
333.92657	1227
333.95778	1099
333.98898	1168
334.02019	1673
334.0514	1715
334.08261	1218
334.11382	1047
334.14502	1323
334.17623	1849
334.20743	1814
334.23864	1347
334.26984	1141
334.30105	1515
334.33225	2029
334.36345	2003
334.39466	1483
334.42586	1357
334.45706	1829
334.48826	2173
334.51946	2114
334.55066	1459
334.58186	1531
