400
305.04128	571
305.07268	561
305.10408	600
305.13548	573
305.16688	565
305.19827	576
305.22967	603
305.26106	563
305.29246	568
305.32386	581
305.35525	585
305.38664	577
305.41804	576
305.44943	577
305.48082	592
305.51222	592
305.54361	589
305.575	577
305.60639	576
305.63778	601
305.66917	576
305.70056	579
305.73195	593
305.76334	583
305.79473	576
305.82611	617
305.8575	561
305.88889	581
305.92027	595
305.95166	588
305.98304	581
306.01443	585
306.04581	584
306.0772	560
306.10858	585
306.13996	592
306.17134	583
306.20273	587
306.23411	595
306.26549	569
306.29687	597
306.32825	593
306.35963	602
306.39101	587
306.42239	589
306.45376	569
306.48514	593
306.51652	599
306.54789	579
306.57927	576
306.61065	592
306.64202	608
306.67339	573
306.70477	609
306.73614	583
306.76752	615
306.79889	601
306.83026	562
306.86163	611
306.893	611
306.92437	581
306.95574	592
306.98711	594
307.01848	587
307.04985	603
307.08122	595
307.11259	587
307.14395	573
307.17532	595
307.20669	577
307.23805	592
307.26942	592
307.30078	578
307.33215	592
307.36351	587
307.39488	608
307.42624	608
307.4576	624
307.48896	609
307.52032	571
307.55169	616
307.58305	603
307.61441	576
307.64577	571
307.67712	625
307.70848	608
307.73984	617
307.7712	635
307.80256	601
307.83391	615
307.86527	635
307.89662	610
307.92798	645
307.95933	643
307.99069	593
308.02204	616
308.05339	629
308.08475	613
308.1161	625
308.14745	646
308.1788	597
308.21015	608
308.2415	693
308.27285	667
308.3042	651
308.33555	656
308.3669	633
308.39825	698
308.42959	691
308.46094	672
308.49229	709
308.52363	723
308.55498	699
308.58632	731
308.61767	728
308.64901	773
308.68035	723
308.7117	737
308.74304	811
308.77438	795
308.80572	741
308.83706	763
308.8684	832
308.89974	827
308.93108	834
308.96242	809
308.99376	896
309.0251	845
309.05644	832
309.08777	849
309.11911	872
309.15044	890
309.18178	875
309.21311	880
309.24445	917
309.27578	859
309.30712	915
309.33845	905
309.36978	1025
309.40111	934
309.43245	1049
309.46378	1003
309.49511	1026
309.52644	1104
309.55777	1109
309.5891	1057
309.62042	1065
309.65175	1072
309.68308	1152
309.71441	1096
309.74573	1168
309.77706	1111
309.80838	1159
309.83971	1163
309.87103	1120
309.90236	1067
309.93368	1131
309.965	1192
309.99633	1161
310.02765	1200
310.05897	1344
310.09029	1479
310.12161	1611
310.15293	1856
310.18425	2240
310.21557	2489
310.24689	2385
310.27821	2057
310.30952	1493
310.34084	1027
310.37216	977
310.40347	1001
310.43479	928
310.4661	1000
310.49742	1202
310.52873	1155
310.56005	1155
310.59136	1152
310.62267	1331
310.65398	1331
310.68529	1429
310.71661	1285
310.74792	1536
310.77923	1457
310.81054	1584
310.84184	1475
310.87315	1765
310.90446	1570
310.93577	1616
310.96708	1584
310.99838	1713
311.02969	1737
311.06099	1747
311.0923	1693
311.1236	1803
311.15491	1866
311.18621	1771
311.21751	1889
311.24882	1808
311.28012	1829
311.31142	1904
311.34272	2260
311.37402	2369
311.40532	2481
311.43662	3321
311.46792	4464
311.49922	4443
311.53051	4057
311.56181	2992
311.59311	1942
311.6244	1457
311.6557	1408
311.687	1337
311.71829	1195
311.74959	963
311.78088	1208
311.81067	2251
311.84219	1593
311.87371	1297
311.90522	1320
311.93674	1232
311.96826	1083
311.99977	1093
312.03129	1249
312.0628	1301
312.09432	1352
312.12583	1320
312.15734	1339
312.18886	1317
312.22037	1287
312.25188	1365
312.2834	1088
312.31491	1003
312.34642	997
312.37793	978
312.40944	1080
312.44095	1157
312.47246	1333
312.50397	1605
312.53548	1632
312.56699	1632
312.5985	1882
312.63001	1713
312.66151	2032
312.69302	2123
312.72453	1974
312.75603	2224
312.78754	2153
312.81905	2461
312.85055	2373
312.88206	2522
312.91356	2565
312.94506	2929
312.97657	2617
313.00807	2979
313.03957	2661
313.07108	3257
313.10258	2929
313.13408	3115
313.16558	3037
313.19708	3129
313.22858	3195
313.26008	3046
313.29158	3216
313.32308	3301
313.35458	3099
313.38608	2947
313.41758	2963
313.44908	3321
313.48058	3813
313.51207	3976
313.54357	4560
313.57507	6837
313.60656	9712
313.63806	10624
313.66955	9013
313.70105	6081
313.73254	3149
313.76404	1907
313.79553	1445
313.82702	1485
313.85852	1376
313.89001	1233
313.9215	1442
313.95299	1573
313.98448	1536
314.01597	1400
314.04746	1581
314.07895	1617
314.11044	1478
314.14193	1675
314.17342	1800
314.20491	1674
314.2364	1616
314.26789	1867
314.29937	1829
314.33086	1723
314.36235	2009
314.39383	2072
314.42532	2115
314.4568	2282
314.48829	2168
314.51977	2217
314.55126	2232
314.58274	2281
314.61422	2448
314.64571	2472
314.67719	2464
314.70867	2752
314.74015	2816
314.77163	2917
314.80312	3300
314.8346	2752
314.86608	2930
314.89756	3288
314.92904	2944
314.96051	3459
314.99199	3217
315.02347	3248
315.05495	3753
315.08643	3344
315.1179	3792
315.14938	3576
315.18086	3912
315.21233	3861
315.24381	4017
315.27528	3816
315.30676	4178
315.33823	3945
315.3697	4555
315.40118	4136
315.43265	4817
315.46412	4373
315.49559	4746
315.52707	4565
315.55854	4760
315.59001	4698
315.62148	4752
315.65295	4888
315.68442	4640
315.71589	4825
315.74736	5337
315.77883	6168
315.81029	7328
315.84176	8672
315.87323	11178
315.9047	14912
315.93616	19224
315.96763	18864
315.99909	14408
316.03056	6891
316.06202	3264
316.09349	1579
316.12495	1016
316.15642	919
316.18788	880
316.21934	832
316.2508	889
316.28227	856
316.31373	848
316.34519	792
316.37665	738
316.40811	721
316.43957	676
316.47103	693
316.50249	673
316.53395	707
316.56541	681
316.59687	648
316.62832	679
316.65978	611
316.69124	649
316.72269	669
316.75415	640
316.7856	632
316.81706	617
316.84851	640
316.87997	603
316.91142	616
316.94288	611
316.97433	643
317.00578	615
317.03723	585
317.06869	619
317.10014	608
317.13159	581
317.16304	617
317.19449	608
317.22594	576
317.25739	601
317.28884	593
317.32029	600
317.35173	595
317.38318	565
317.41463	600
317.44608	601
317.47752	582
317.50897	627
317.54041	601
317.57186	601
